annee,type,topic,valeur
2023.0,mot_cle_eco,sustainable,731.0
2023.0,mot_cle_eco,sustainability,194.0
2023.0,mot_cle_eco,renewable,315.0
2023.0,mot_cle_eco,energy,2413.0
2023.0,mot_cle_eco,carbon,463.0
2023.0,mot_cle_eco,greenhouse,121.0
2023.0,mot_cle_eco,emissions,648.0
2023.0,mot_cle_eco,ecological,145.0
2023.0,mot_cle_eco,atmospheric,3.0
2023.0,mot_cle_eco,ozone,31.0
2023.0,mot_cle_eco,waste,436.0
2024.0,topic_weight,0,6.978855133056641
2024.0,topic_weight,1,3.2445974349975586
2024.0,topic_weight,2,5.987939357757568
2024.0,topic_weight,3,1.9867537021636963
2024.0,topic_weight,4,4.743982315063477
2024.0,topic_weight,5,0.9967052936553955
2024.0,nb_topics_actifs,,5.0
2024.0,mot_cle_eco,environment,200.0
2024.0,mot_cle_eco,environmental,178.0
2024.0,mot_cle_eco,climate,415.0
2024.0,mot_cle_eco,global,48.0
2024.0,mot_cle_eco,warming,12.0
2024.0,mot_cle_eco,biodiversity,40.0
2024.0,mot_cle_eco,ecosystem,15.0
2024.0,mot_cle_eco,pollution,56.0
2024.0,mot_cle_eco,sustainable,174.0
2024.0,mot_cle_eco,sustainability,72.0
2024.0,mot_cle_eco,renewable,36.0
2024.0,mot_cle_eco,energy,373.0
2024.0,mot_cle_eco,carbon,56.0
2024.0,mot_cle_eco,greenhouse,34.0
2024.0,mot_cle_eco,emissions,94.0
2024.0,mot_cle_eco,ecological,36.0
2024.0,mot_cle_eco,atmospheric,1.0
2024.0,mot_cle_eco,ozone,44.0
2024.0,mot_cle_eco,waste,29.0
